user_id,cohort_period,activity_period,period_number
CUST-02346,2024-07-01,2024-07-01,0
CUST-02347,2025-02-01,2025-02-01,0
CUST-02347,2025-02-01,2025-04-01,2
CUST-02349,2024-04-01,2024-04-01,0
CUST-02352,2024-06-01,2024-06-01,0
CUST-02354,2025-05-01,2025-05-01,0
CUST-02355,2024-08-01,2024-08-01,0
CUST-02360,2024-10-01,2024-10-01,0
CUST-02362,2024-03-01,2024-03-01,0
CUST-02365,2025-01-01,2025-01-01,0
CUST-02370,2024-12-01,2024-12-01,0
CUST-02373,2024-08-01,2024-08-01,0
CUST-02377,2024-07-01,2024-07-01,0
CUST-02377,2024-07-01,2025-01-01,6
CUST-02378,2024-06-01,2024-06-01,0
CUST-02378,2024-06-01,2025-04-01,10
CUST-02383,2024-03-01,2024-03-01,0
CUST-02383,2024-03-01,2024-12-01,9
CUST-02384,2024-03-01,2024-03-01,0
CUST-02386,2025-02-01,2025-02-01,0
CUST-02388,2024-09-01,2024-09-01,0
CUST-02391,2024-04-01,2024-04-01,0
CUST-02392,2024-04-01,2024-04-01,0
CUST-02393,2024-12-01,2024-12-01,0
CUST-02396,2024-12-01,2024-12-01,0
CUST-02396,2024-12-01,2025-04-01,4
CUST-02397,2024-10-01,2024-10-01,0
CUST-02398,2025-06-01,2025-06-01,0
CUST-02402,2024-02-01,2024-02-01,0
CUST-02404,2024-09-01,2024-09-01,0
CUST-02405,2024-07-01,2024-07-01,0
CUST-02407,2025-05-01,2025-05-01,0
CUST-02410,2024-10-01,2024-10-01,0
CUST-02412,2025-03-01,2025-03-01,0
CUST-02412,2025-03-01,2025-07-01,4
CUST-02415,2024-09-01,2024-09-01,0
CUST-02417,2024-09-01,2024-09-01,0
CUST-02419,2024-10-01,2024-10-01,0
CUST-02420,2025-09-01,2025-09-01,0
CUST-02421,2025-01-01,2025-01-01,0
CUST-02421,2025-01-01,2025-05-01,4
CUST-02423,2025-06-01,2025-06-01,0
CUST-02423,2025-06-01,2025-08-01,2
CUST-02425,2024-03-01,2024-03-01,0
CUST-02425,2024-03-01,2024-12-01,9
CUST-02427,2024-11-01,2024-11-01,0
CUST-02430,2025-08-01,2025-08-01,0
CUST-02431,2024-09-01,2024-09-01,0
CUST-02434,2025-01-01,2025-01-01,0
CUST-02442,2025-09-01,2025-09-01,0
CUST-02443,2025-02-01,2025-02-01,0
CUST-02443,2025-02-01,2025-05-01,3
CUST-02447,2025-05-01,2025-05-01,0
CUST-02447,2025-05-01,2025-07-01,2
CUST-02449,2025-09-01,2025-09-01,0
CUST-02450,2024-07-01,2024-07-01,0
CUST-02453,2025-07-01,2025-07-01,0
CUST-02454,2024-08-01,2024-08-01,0
CUST-02458,2025-03-01,2025-03-01,0
CUST-02460,2024-09-01,2024-09-01,0
CUST-02461,2025-03-01,2025-03-01,0
CUST-02462,2024-02-01,2024-02-01,0
CUST-02462,2024-02-01,2024-06-01,4
CUST-02465,2024-12-01,2024-12-01,0
CUST-02467,2025-07-01,2025-07-01,0
CUST-02471,2025-03-01,2025-03-01,0
CUST-02472,2025-09-01,2025-09-01,0
CUST-02477,2024-02-01,2024-02-01,0
CUST-02478,2024-05-01,2024-05-01,0
CUST-02480,2025-09-01,2025-09-01,0
CUST-02481,2024-07-01,2024-07-01,0
CUST-02481,2024-07-01,2024-11-01,4
CUST-02482,2024-08-01,2024-08-01,0
CUST-02485,2024-12-01,2024-12-01,0
CUST-02486,2025-07-01,2025-07-01,0
CUST-02489,2024-07-01,2024-07-01,0
CUST-02489,2024-07-01,2025-04-01,9
CUST-02490,2025-05-01,2025-05-01,0
CUST-02494,2025-04-01,2025-04-01,0
CUST-02496,2024-12-01,2024-12-01,0
CUST-02499,2024-04-01,2024-04-01,0
CUST-02499,2024-04-01,2024-09-01,5
CUST-02500,2025-04-01,2025-04-01,0
CUST-02503,2025-02-01,2025-02-01,0
CUST-02504,2025-01-01,2025-01-01,0
CUST-02505,2024-02-01,2024-02-01,0
CUST-02506,2024-04-01,2024-04-01,0
CUST-02507,2025-07-01,2025-07-01,0
CUST-02508,2024-11-01,2024-11-01,0
CUST-02509,2025-04-01,2025-04-01,0
CUST-02510,2025-10-01,2025-10-01,0
CUST-02512,2024-03-01,2024-03-01,0
CUST-02514,2025-01-01,2025-01-01,0
CUST-02519,2024-09-01,2024-09-01,0
CUST-02519,2024-09-01,2025-06-01,9
CUST-02520,2025-09-01,2025-09-01,0
CUST-02521,2024-06-01,2024-06-01,0
CUST-02522,2024-08-01,2024-08-01,0
CUST-02524,2025-01-01,2025-01-01,0
CUST-02525,2024-07-01,2024-07-01,0
CUST-02525,2024-07-01,2025-02-01,7
CUST-02527,2024-08-01,2024-08-01,0
CUST-02531,2025-01-01,2025-01-01,0
CUST-02533,2024-08-01,2024-08-01,0
CUST-02536,2024-07-01,2024-07-01,0
CUST-02541,2025-05-01,2025-05-01,0
CUST-02541,2025-05-01,2025-08-01,3
CUST-02545,2025-05-01,2025-05-01,0
CUST-02546,2024-08-01,2024-08-01,0
CUST-02546,2024-08-01,2024-12-01,4
CUST-02550,2024-11-01,2024-11-01,0
CUST-02551,2024-04-01,2024-04-01,0
CUST-02552,2024-04-01,2024-04-01,0
CUST-02555,2025-09-01,2025-09-01,0
CUST-02557,2025-05-01,2025-05-01,0
CUST-02559,2025-09-01,2025-09-01,0
CUST-02560,2024-05-01,2024-05-01,0
CUST-02560,2024-05-01,2024-07-01,2
CUST-02561,2025-06-01,2025-06-01,0
CUST-02563,2025-08-01,2025-08-01,0
CUST-02564,2025-02-01,2025-02-01,0
CUST-02564,2025-02-01,2025-05-01,3
CUST-02565,2024-02-01,2024-02-01,0
CUST-02567,2025-01-01,2025-01-01,0
CUST-02571,2025-03-01,2025-03-01,0
CUST-02572,2024-08-01,2024-08-01,0
CUST-02576,2025-01-01,2025-01-01,0
CUST-02579,2025-02-01,2025-02-01,0
CUST-02582,2025-03-01,2025-03-01,0
CUST-02582,2025-03-01,2025-05-01,2
CUST-02583,2025-02-01,2025-02-01,0
CUST-02584,2024-08-01,2024-08-01,0
CUST-02584,2024-08-01,2024-10-01,2
CUST-02586,2025-06-01,2025-06-01,0
CUST-02588,2024-05-01,2024-05-01,0
CUST-02589,2024-02-01,2024-02-01,0
CUST-02590,2024-05-01,2024-05-01,0
CUST-02592,2024-08-01,2024-08-01,0
CUST-02593,2025-02-01,2025-02-01,0
CUST-02597,2024-03-01,2024-03-01,0
CUST-02597,2024-03-01,2024-05-01,2
CUST-02605,2024-04-01,2024-04-01,0
CUST-02609,2024-10-01,2024-10-01,0
CUST-02614,2024-08-01,2024-08-01,0
CUST-02618,2025-08-01,2025-08-01,0
CUST-02619,2024-08-01,2024-08-01,0
CUST-02620,2024-10-01,2024-10-01,0
CUST-02623,2024-03-01,2024-03-01,0
CUST-02623,2024-03-01,2024-11-01,8
CUST-02625,2024-02-01,2024-02-01,0
CUST-02628,2024-04-01,2024-04-01,0
CUST-02632,2025-06-01,2025-06-01,0
CUST-02635,2024-07-01,2024-07-01,0
CUST-02636,2024-05-01,2024-05-01,0
CUST-02638,2025-08-01,2025-08-01,0
CUST-02639,2024-09-01,2024-09-01,0
CUST-02640,2024-12-01,2024-12-01,0
CUST-02641,2024-10-01,2024-10-01,0
CUST-02642,2024-04-01,2024-04-01,0
CUST-02643,2024-01-01,2024-01-01,0
CUST-02644,2025-09-01,2025-09-01,0
CUST-02645,2024-08-01,2024-08-01,0
CUST-02647,2025-05-01,2025-05-01,0
CUST-02648,2024-09-01,2024-09-01,0
CUST-02648,2024-09-01,2025-03-01,6
CUST-02649,2024-10-01,2024-10-01,0
CUST-02654,2025-06-01,2025-06-01,0
CUST-02658,2025-04-01,2025-04-01,0
CUST-02659,2024-09-01,2024-09-01,0
CUST-02663,2024-12-01,2024-12-01,0
CUST-02664,2024-03-01,2024-03-01,0
CUST-02665,2025-02-01,2025-02-01,0
CUST-02665,2025-02-01,2025-05-01,3
CUST-02667,2024-06-01,2024-06-01,0
CUST-02668,2024-08-01,2024-08-01,0
CUST-02668,2024-08-01,2025-02-01,6
CUST-02669,2024-10-01,2024-10-01,0
CUST-02669,2024-10-01,2025-03-01,5
CUST-02672,2024-11-01,2024-11-01,0
CUST-02674,2025-04-01,2025-04-01,0
CUST-02676,2025-06-01,2025-06-01,0
CUST-02676,2025-06-01,2025-08-01,2
CUST-02678,2025-01-01,2025-01-01,0
CUST-02682,2025-04-01,2025-04-01,0
CUST-02683,2024-04-01,2024-04-01,0
CUST-02683,2024-04-01,2025-02-01,10
CUST-02684,2024-03-01,2024-03-01,0
CUST-02687,2025-01-01,2025-01-01,0
CUST-02688,2024-12-01,2024-12-01,0
CUST-02689,2025-01-01,2025-01-01,0
CUST-02693,2025-05-01,2025-05-01,0
CUST-02696,2024-03-01,2024-03-01,0
CUST-02700,2024-12-01,2024-12-01,0
CUST-02704,2025-06-01,2025-06-01,0
CUST-02707,2025-10-01,2025-10-01,0
CUST-02709,2025-02-01,2025-02-01,0
CUST-02710,2025-04-01,2025-04-01,0
CUST-02713,2024-08-01,2024-08-01,0
CUST-02714,2024-06-01,2024-06-01,0
CUST-02717,2024-08-01,2024-08-01,0
CUST-02717,2024-08-01,2024-12-01,4
CUST-02719,2025-10-01,2025-10-01,0
CUST-02726,2025-08-01,2025-08-01,0
CUST-02727,2024-08-01,2024-08-01,0
CUST-02727,2024-08-01,2025-05-01,9
CUST-02729,2025-01-01,2025-01-01,0
CUST-02730,2024-12-01,2024-12-01,0
CUST-02732,2024-10-01,2024-10-01,0
CUST-02733,2024-02-01,2024-02-01,0
CUST-02733,2024-02-01,2024-06-01,4
CUST-02734,2024-12-01,2024-12-01,0
CUST-02734,2024-12-01,2025-05-01,5
CUST-02735,2024-12-01,2024-12-01,0
CUST-02736,2024-03-01,2024-03-01,0
CUST-02737,2024-11-01,2024-11-01,0
CUST-02738,2025-07-01,2025-07-01,0
CUST-02740,2024-05-01,2024-05-01,0
CUST-02743,2024-12-01,2024-12-01,0
CUST-02744,2024-02-01,2024-02-01,0
CUST-02745,2025-10-01,2025-10-01,0
CUST-02746,2025-05-01,2025-05-01,0
CUST-02749,2024-09-01,2024-09-01,0
CUST-02752,2025-09-01,2025-09-01,0
CUST-02753,2025-01-01,2025-01-01,0
CUST-02756,2025-04-01,2025-04-01,0
CUST-02757,2024-06-01,2024-06-01,0
CUST-02758,2024-11-01,2024-11-01,0
CUST-02764,2025-08-01,2025-08-01,0
CUST-02765,2025-09-01,2025-09-01,0
CUST-02769,2024-02-01,2024-02-01,0
CUST-02776,2025-01-01,2025-01-01,0
CUST-02776,2025-01-01,2025-07-01,6
CUST-02777,2025-02-01,2025-02-01,0
CUST-02778,2024-09-01,2024-09-01,0
CUST-02781,2025-09-01,2025-09-01,0
CUST-02782,2024-03-01,2024-03-01,0
CUST-02785,2024-01-01,2024-01-01,0
CUST-02793,2024-04-01,2024-04-01,0
CUST-02796,2024-05-01,2024-05-01,0
CUST-02804,2024-11-01,2024-11-01,0
CUST-02806,2024-09-01,2024-09-01,0
CUST-02807,2025-04-01,2025-04-01,0
CUST-02811,2024-05-01,2024-05-01,0
CUST-02813,2024-08-01,2024-08-01,0
CUST-02814,2024-07-01,2024-07-01,0
CUST-02815,2024-04-01,2024-04-01,0
CUST-02816,2024-09-01,2024-09-01,0
CUST-02817,2025-05-01,2025-05-01,0
CUST-02818,2025-02-01,2025-02-01,0
CUST-02819,2025-09-01,2025-09-01,0
CUST-02822,2025-01-01,2025-01-01,0
CUST-02822,2025-01-01,2025-07-01,6
CUST-02823,2024-04-01,2024-04-01,0
CUST-02823,2024-04-01,2024-09-01,5
CUST-02827,2024-04-01,2024-04-01,0
CUST-02832,2024-12-01,2024-12-01,0
CUST-02836,2025-01-01,2025-01-01,0
CUST-02838,2024-10-01,2024-10-01,0
CUST-02840,2025-06-01,2025-06-01,0
CUST-02842,2024-12-01,2024-12-01,0
CUST-02843,2024-10-01,2024-10-01,0
CUST-02844,2025-04-01,2025-04-01,0
CUST-02848,2025-05-01,2025-05-01,0
CUST-02849,2025-08-01,2025-08-01,0
CUST-02852,2025-04-01,2025-04-01,0
CUST-02853,2025-03-01,2025-03-01,0
CUST-02859,2024-07-01,2024-07-01,0
CUST-02860,2024-10-01,2024-10-01,0
CUST-02860,2024-10-01,2025-02-01,4
CUST-02861,2025-08-01,2025-08-01,0
CUST-02862,2025-06-01,2025-06-01,0
CUST-02863,2025-08-01,2025-08-01,0
CUST-02866,2024-06-01,2024-06-01,0
CUST-02869,2025-02-01,2025-02-01,0
CUST-02872,2025-09-01,2025-09-01,0
CUST-02881,2025-09-01,2025-09-01,0
CUST-02882,2025-08-01,2025-08-01,0
CUST-02885,2024-12-01,2024-12-01,0
CUST-02886,2024-05-01,2024-05-01,0
CUST-02887,2024-07-01,2024-07-01,0
CUST-02887,2024-07-01,2025-04-01,9
CUST-02889,2024-08-01,2024-08-01,0
CUST-02890,2025-10-01,2025-10-01,0
CUST-02894,2025-01-01,2025-01-01,0
CUST-02894,2025-01-01,2025-05-01,4
CUST-02895,2024-12-01,2024-12-01,0
CUST-02899,2024-09-01,2024-09-01,0
CUST-02900,2024-04-01,2024-04-01,0
CUST-02901,2024-04-01,2024-04-01,0
CUST-02903,2024-12-01,2024-12-01,0
CUST-02912,2025-01-01,2025-01-01,0
CUST-02914,2024-12-01,2024-12-01,0
CUST-02918,2024-09-01,2024-09-01,0
CUST-02918,2024-09-01,2025-03-01,6
CUST-02919,2024-06-01,2024-06-01,0
CUST-02919,2024-06-01,2024-12-01,6
CUST-02921,2024-12-01,2024-12-01,0
CUST-02925,2025-10-01,2025-10-01,0
CUST-02927,2025-02-01,2025-02-01,0
CUST-02929,2024-05-01,2024-05-01,0
CUST-02930,2024-12-01,2024-12-01,0
CUST-02935,2025-05-01,2025-05-01,0
CUST-02937,2025-07-01,2025-07-01,0
CUST-02938,2024-10-01,2024-10-01,0
CUST-02939,2024-07-01,2024-07-01,0
CUST-02945,2024-06-01,2024-06-01,0
CUST-02945,2024-06-01,2024-08-01,2
CUST-02946,2024-09-01,2024-09-01,0
CUST-02948,2025-09-01,2025-09-01,0
CUST-02949,2024-12-01,2024-12-01,0
CUST-02952,2024-03-01,2024-03-01,0
CUST-02953,2024-05-01,2024-05-01,0
CUST-02954,2024-10-01,2024-10-01,0
CUST-02956,2025-06-01,2025-06-01,0
CUST-02957,2024-10-01,2024-10-01,0
CUST-02960,2024-08-01,2024-08-01,0
CUST-02962,2025-01-01,2025-01-01,0
CUST-02962,2025-01-01,2025-04-01,3
CUST-02963,2024-10-01,2024-10-01,0
CUST-02964,2025-06-01,2025-06-01,0
CUST-02966,2024-02-01,2024-02-01,0
CUST-02967,2024-12-01,2024-12-01,0
CUST-02968,2024-09-01,2024-09-01,0
CUST-02968,2024-09-01,2024-11-01,2
CUST-02972,2024-06-01,2024-06-01,0
CUST-02973,2025-05-01,2025-05-01,0
CUST-02976,2024-05-01,2024-05-01,0
CUST-02976,2024-05-01,2024-08-01,3
CUST-02978,2024-12-01,2024-12-01,0
CUST-02982,2024-08-01,2024-08-01,0
CUST-02983,2025-06-01,2025-06-01,0
CUST-02984,2025-02-01,2025-02-01,0
CUST-02987,2025-08-01,2025-08-01,0
CUST-02990,2024-05-01,2024-05-01,0
CUST-02991,2025-10-01,2025-10-01,0
CUST-02993,2024-04-01,2024-04-01,0
CUST-02994,2025-06-01,2025-06-01,0
CUST-02997,2024-03-01,2024-03-01,0
CUST-02998,2025-07-01,2025-07-01,0
CUST-03001,2024-06-01,2024-06-01,0
CUST-03001,2024-06-01,2024-12-01,6
CUST-03003,2024-04-01,2024-04-01,0
CUST-03005,2024-10-01,2024-10-01,0
CUST-03007,2025-06-01,2025-06-01,0
CUST-03008,2025-02-01,2025-02-01,0
CUST-03009,2025-07-01,2025-07-01,0
CUST-03012,2025-04-01,2025-04-01,0
CUST-03018,2025-08-01,2025-08-01,0
CUST-03019,2024-04-01,2024-04-01,0
CUST-03021,2025-01-01,2025-01-01,0
CUST-03022,2024-12-01,2024-12-01,0
CUST-03022,2024-12-01,2025-02-01,2
CUST-03023,2025-03-01,2025-03-01,0
CUST-03027,2024-05-01,2024-05-01,0
CUST-03029,2024-10-01,2024-10-01,0
CUST-03033,2024-12-01,2024-12-01,0
CUST-03034,2024-10-01,2024-10-01,0
CUST-03035,2024-10-01,2024-10-01,0
CUST-03035,2024-10-01,2025-03-01,5
CUST-03040,2025-04-01,2025-04-01,0
CUST-03041,2024-07-01,2024-07-01,0
CUST-03041,2024-07-01,2024-12-01,5
CUST-03042,2025-06-01,2025-06-01,0
CUST-03045,2024-02-01,2024-02-01,0
CUST-03047,2025-05-01,2025-05-01,0
CUST-03049,2024-04-01,2024-04-01,0
CUST-03052,2025-06-01,2025-06-01,0
CUST-03054,2025-04-01,2025-04-01,0
CUST-03059,2025-03-01,2025-03-01,0
CUST-03063,2024-11-01,2024-11-01,0
CUST-03064,2025-06-01,2025-06-01,0
CUST-03065,2024-10-01,2024-10-01,0
CUST-03067,2024-06-01,2024-06-01,0
CUST-03069,2025-05-01,2025-05-01,0
CUST-03070,2024-03-01,2024-03-01,0
CUST-03072,2025-07-01,2025-07-01,0
CUST-03075,2025-05-01,2025-05-01,0
CUST-03075,2025-05-01,2025-07-01,2
CUST-03076,2024-11-01,2024-11-01,0
CUST-03077,2025-07-01,2025-07-01,0
CUST-03078,2025-05-01,2025-05-01,0
CUST-03080,2024-05-01,2024-05-01,0
CUST-03081,2024-06-01,2024-06-01,0
CUST-03082,2025-06-01,2025-06-01,0
CUST-03085,2025-04-01,2025-04-01,0
CUST-03086,2024-06-01,2024-06-01,0
CUST-03088,2025-07-01,2025-07-01,0
CUST-03089,2024-06-01,2024-06-01,0
CUST-03093,2025-09-01,2025-09-01,0
CUST-03094,2025-08-01,2025-08-01,0
CUST-03097,2025-01-01,2025-01-01,0
CUST-03100,2024-10-01,2024-10-01,0
CUST-03102,2024-04-01,2024-04-01,0
CUST-03103,2024-02-01,2024-02-01,0
CUST-03107,2024-10-01,2024-10-01,0
CUST-03108,2024-03-01,2024-03-01,0
CUST-03110,2025-10-01,2025-10-01,0
CUST-03115,2024-10-01,2024-10-01,0
CUST-03115,2024-10-01,2025-06-01,8
CUST-03117,2024-09-01,2024-09-01,0
CUST-03119,2024-08-01,2024-08-01,0
CUST-03121,2024-06-01,2024-06-01,0
CUST-03122,2024-01-01,2024-01-01,0
CUST-03127,2024-03-01,2024-03-01,0
CUST-03131,2025-02-01,2025-02-01,0
CUST-03137,2025-06-01,2025-06-01,0
CUST-03138,2024-07-01,2024-07-01,0
CUST-03140,2025-03-01,2025-03-01,0
CUST-03141,2024-08-01,2024-08-01,0
CUST-03144,2024-11-01,2024-11-01,0
CUST-03146,2024-04-01,2024-04-01,0
CUST-03147,2024-03-01,2024-03-01,0
CUST-03148,2025-07-01,2025-07-01,0
CUST-03150,2024-04-01,2024-04-01,0
CUST-03151,2024-08-01,2024-08-01,0
CUST-03152,2024-08-01,2024-08-01,0
CUST-03153,2025-04-01,2025-04-01,0
CUST-03156,2024-02-01,2024-02-01,0
CUST-03156,2024-02-01,2024-05-01,3
CUST-03162,2025-11-01,2025-11-01,0
CUST-03165,2025-02-01,2025-02-01,0
CUST-03165,2025-02-01,2025-06-01,4
CUST-03166,2024-12-01,2024-12-01,0
CUST-03170,2025-08-01,2025-08-01,0
CUST-03171,2025-05-01,2025-05-01,0
CUST-03173,2024-12-01,2024-12-01,0
CUST-03177,2025-08-01,2025-08-01,0
CUST-03181,2024-05-01,2024-05-01,0
CUST-03184,2025-06-01,2025-06-01,0
CUST-03185,2024-07-01,2024-07-01,0
CUST-03186,2024-09-01,2024-09-01,0
CUST-03189,2025-05-01,2025-05-01,0
CUST-03190,2024-02-01,2024-02-01,0
CUST-03191,2025-02-01,2025-02-01,0
CUST-03193,2024-08-01,2024-08-01,0
CUST-03194,2025-04-01,2025-04-01,0
CUST-03197,2024-08-01,2024-08-01,0
CUST-03197,2024-08-01,2024-12-01,4
CUST-03200,2025-01-01,2025-01-01,0
CUST-03200,2025-01-01,2025-07-01,6
